#,"Score, 🔽",Object,Type,Field,Package,Full API Name,Using,Referenced in,Ref. in Layout?,Ref. in Apex Class?,Ref. in Flow?,Referenced in Inactive Flow?,Dependencies,Created date,Modified date,Description
,,,,,,,,,,,,,,,,
1184,,"Payment Schedule,asp04__PaymentSchedule__c",Custom Object,Offer_Line_Item,,Offer_Line_Item,,1,,1 Apex Class,,,Dependencies,2020-07-20T15:43:51.000+0000,2020-07-20T15:43:51.000+0000,The Offer Line Item this payment schedule is calcu...
1185,,"Payment,asp04__Payment__c",Custom Object,Tenancy,,Tenancy,,1,,1 Apex Class,,,Dependencies,2020-07-20T15:43:52.000+0000,2020-07-20T15:43:52.000+0000,The related Tenancy to this payment record.
1186,,"Payment,asp04__Payment__c",Custom Object,Unit_Legal_Owner,,Unit_Legal_Owner,3,1,,,,,Dependencies,2020-07-20T15:43:52.000+0000,2020-07-20T15:44:15.000+0000,CI-5971 For Email Template
1187,,"Building,Building__c",Custom Object,Number_of_Live_Units,,Number_of_Live_Units,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:53.000+0000,2020-07-20T15:44:16.000+0000,CI-5576 Counts the Number of Live Units under the...
1188,,"Building,Building__c",Custom Object,Number_of_Non_Live_Units,,Number_of_Non_Live_Units,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:53.000+0000,2020-07-20T15:44:16.000+0000,CI-5576 Counts the Number of Non-Live Units under...
1189,,Opportunity,Standard,Number_of_Presented_Offers,,Number_of_Presented_Offers,,1,1 Layout,,,,Dependencies,2020-07-20T15:43:54.000+0000,2020-07-20T15:43:54.000+0000,CI-5912 Captures the Number of "Presented" Offers....
1190,,Opportunity,Standard,Offers_Presented,,Offers_Presented,,2,1 Layout,,,,Dependencies,2020-07-20T15:43:54.000+0000,2020-07-20T15:43:54.000+0000,CI-7902 Roll up of the number of Offers Presented...
1191,,"Offer,Quote",Standard,Monthly_Rent_Live_Unit,,Monthly_Rent_Live_Unit,2,4,2 Layouts,,,,Dependencies,2020-07-20T15:43:54.000+0000,2020-07-20T15:43:54.000+0000,CI-4580 Identifies the Live Unit's 'Monthly Rent' ...
1192,,"Offer,Quote",Standard,Monthly_Rent_Parking_Garage,,Monthly_Rent_Parking_Garage,2,1,1 Layout,,,,Dependencies,2020-07-20T15:43:54.000+0000,2020-07-20T15:43:54.000+0000,CI-4580 Identifies the Parking/ Garage Unit's 'Mon...
1193,,"Offer,Quote",Standard,Monthly_Rent_Shed,,Monthly_Rent_Shed,2,1,1 Layout,,,,Dependencies,2020-07-20T15:43:54.000+0000,2020-07-20T15:43:54.000+0000,CI-4580 Identifies the Shed Unit's 'Monthly Rent' ...
1194,,"Unit,Unit__c",Custom Object,Number_of_Renewal_Diary_Notes,,Number_of_Renewal_Diary_Notes,2,4,3 Layouts,,,,Dependencies,2020-07-20T15:43:54.000+0000,2020-07-20T15:44:16.000+0000,CI-7285 Renewal Diary Note Validation
1195,,"Unit,Unit__c",Custom Object,Number_of_Void_Notes,,Number_of_Void_Notes,2,4,3 Layouts,,,,Dependencies,2020-07-20T15:43:54.000+0000,2020-07-20T15:44:16.000+0000,CI-7099 Void Note Validation
1196,,Opportunity,Standard,MRI_Opportunity,,MRI_Opportunity,,1,1 Layout,,,,Dependencies,2020-09-11T09:06:11.000+0000,2020-09-11T09:06:11.000+0000,Requested by Adam Beaton for migrated data from MR...
1197,,"Tenancy,Contract",Standard,Lightning_Component_Visibility,,Lightning_Component_Visibility,2,1,1 Layout,,,,Dependencies,2020-10-05T15:13:54.000+0000,2020-10-05T15:13:54.000+0000,Displays the Document Type in a text string. This ...
1198,,Opportunity,Standard,Security_Deposit_System_Calculated,,Security_Deposit_System_Calculated,6,3,1 Layout,,,,Dependencies,2020-12-14T12:15:56.000+0000,2020-12-14T12:15:56.000+0000,CI-9263 Displays the system calculated value of th...
1199,,"Tenancy Payment Schedule,Tenancy_Payment_Schedule__c",Custom Object,Payment_Sub_Type,,Payment_Sub_Type,,2,1 Layout,1 Apex Class,,,Dependencies,2021-02-09T15:34:48.000+0000,2021-02-09T15:34:48.000+0000,UAT-386 - Added descriptor into Tenancy Payment Sc...
1200,,"Payment Schedule,asp04__PaymentSchedule__c",Custom Object,Type,,Type,,4,1 Layout,3 Apex Classes,,,Dependencies,2021-02-09T15:34:48.000+0000,2021-02-09T15:34:51.000+0000,UAT-386
1201,,"Unit,Unit__c",Custom Object,Live_Work,,Live_Work,,2,2 Layouts,,,,Dependencies,2021-03-10T14:28:08.000+0000,2021-03-10T14:28:08.000+0000,LP-328 To be manually checked for Live Work Units...
1202,,"Payment Schedule,asp04__PaymentSchedule__c",Custom Object,Description,,Description,,3,1 Layout,2 Apex Classes,,,Dependencies,2021-05-06T08:22:19.000+0000,2021-05-06T08:22:19.000+0000,The description of the of Payment to be taken
1203,,"File Upload Status,File_Upload_Status__e",Platform Event,ContentVersionId,,ContentVersionId,,1,,1 Apex Class,,,Dependencies,2021-07-19T18:04:05.000+0000,2021-07-19T18:04:05.000+0000,ContentVersion record ID that event is associated ...
1204,,"Integration Setting,Integration_Setting__mdt",Custom Metadata Type,System,,System,,4,1 Layout,3 Apex Classes,,,Dependencies,2021-07-19T18:04:06.000+0000,2021-07-19T18:04:06.000+0000,Please ensure values in this picklist are aligned ...
1205,,Opportunity,Standard,TPT_Renewal_User,,TPT_Renewal_User,,1,1 Layout,,,,Dependencies,2021-10-19T14:45:16.000+0000,2021-10-19T14:45:16.000+0000,Assign users.
1206,,Account,Standard,Birthdate_Custom_Mapping,,Birthdate_Custom_Mapping,,1,,,1 Flow,,Dependencies,2022-05-20T15:06:20.000+0000,2022-05-20T15:06:20.000+0000,A helper field that takes the value of Birthdate__...
1207,,Account,Standard,Do_any_applicants_have_adverse_credit,,Do_any_applicants_have_adverse_credit,,1,1 Layout,,,,Dependencies,2022-05-20T15:06:20.000+0000,2022-05-20T15:06:20.000+0000,LAP-39 - A field to map the value from Lead -> Per...
1208,,Account,Standard,Household_income_at_least_30x_rent,,Household_income_at_least_30x_rent,,1,1 Layout,,,,Dependencies,2022-05-20T15:06:20.000+0000,2022-05-20T15:06:20.000+0000,LAP-39 - To be mapped from Lead -> Person Account.
1209,,Account,Standard,Is_a_guarantor_required,,Is_a_guarantor_required,,1,1 Layout,,,,Dependencies,2022-05-20T15:06:20.000+0000,2022-05-20T15:06:20.000+0000,LAP-39 - Used to map value from Lead -> Person Acc...
1210,,Activity,,Amount_Required,,Amount_Required,,3,2 Layouts,,,,Dependencies,2022-05-20T15:06:20.000+0000,2022-05-20T15:06:20.000+0000,LAP-35 - Used for reporting purposes.
1211,,Activity,,Feedback_Reason,,Feedback_Reason,,2,2 Layouts,,,,Dependencies,2022-05-20T15:06:20.000+0000,2022-05-20T15:06:20.000+0000,LAP-3 - Agents can select one or more feedback rea...
1212,,Activity,,Link_to_Unit_Ad,,Link_to_Unit_Ad,,2,1 Layout,,,,Dependencies,2022-05-20T15:06:21.000+0000,2022-05-20T15:06:21.000+0000,LAP-2 Once the Letting Agents have completed marke...
1213,,Activity,,Marketing_Rent,,Marketing_Rent,,1,1 Layout,,,,Dependencies,2022-05-20T15:06:21.000+0000,2022-05-20T15:06:21.000+0000,A field that is used on Instruction requests for L...
1214,,Activity,,Unit_valuation,,Unit_valuation,,2,1 Layout,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-1 - Letting Agents (Portal) can enter valuatio...
1215,,Lead,Standard,Birthdate,,Birthdate,,2,1 Layout,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-7 - A field for Letting Agents to record the b...
1216,,Lead,Standard,Do_any_applicants_have_adverse_credit,,Do_any_applicants_have_adverse_credit,,3,2 Layouts,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-39 - A field for Grainger to validate if the p...
1217,,Lead,Standard,Household_income_at_least_30x_rent,,Household_income_at_least_30x_rent,,3,2 Layouts,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-39 - A field for Grainger to validate if the p...
1218,,Lead,Standard,Is_Guarantor_Required,,Is_Guarantor_Required,,3,2 Layouts,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-39 - A field for Grainger to validate if the p...
1219,,Lead,Standard,Number_of_occupants,,Number_of_occupants,,2,2 Layouts,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-41 - To record the number of Occupants a prosp...
1220,,Opportunity,Standard,Do_any_applicants_have_adverse_credit,,Do_any_applicants_have_adverse_credit,,2,1 Layout,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-39 - A field for Grainger to validate if the p...
1221,,Opportunity,Standard,Household_income_at_least_30x_rent,,Household_income_at_least_30x_rent,,2,1 Layout,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-39 - A field for Grainger to validate if the p...
1222,,Opportunity,Standard,Is_Guarantor_Required,,Is_Guarantor_Required,,2,1 Layout,,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-39 - A field for Grainger to validate if the p...
1223,,Opportunity,Standard,Number_of_occupants,,Number_of_occupants,,3,1 Layout,1 Apex Class,,,Dependencies,2022-05-20T15:06:23.000+0000,2022-05-20T15:06:23.000+0000,LAP-41 - To record the number of Occupants a prosp...
1224,,"Offer,Quote",Standard,Qualification,,Qualification,4,3,3 Layouts,,,,Dependencies,2022-05-20T15:06:24.000+0000,2022-05-20T15:06:28.000+0000,LAP-42 - A summary of qualification questions from...
1225,,"Unit,Unit__c",Custom Object,Access_Availability,,Access_Availability,,2,2 Layouts,,,,Dependencies,2022-05-20T15:06:24.000+0000,2022-05-20T15:06:24.000+0000,LAP-18 - A field for Lettings Agents (Portal) to r...
1226,,"Unit,Unit__c",Custom Object,Grainger_Group,,Grainger_Group,,4,2 Layouts,,2 Flows,,Dependencies,2022-05-20T15:06:24.000+0000,2022-05-20T15:06:24.000+0000,LAP-9 - A field to record the Grainger internal Gr...
1227,,"Unit,Unit__c",Custom Object,Linked_Parking_Bay_c,,Linked_Parking_Bay_c,,1,1 Layout,,,,Dependencies,2022-05-20T15:06:24.000+0000,2022-05-20T15:06:24.000+0000,CI-7099 Capture text on Parking/ Garage Unit if i...
1228,,"Unit,Unit__c",Custom Object,Marketing_Rent,,Marketing_Rent,,3,2 Layouts,,,,Dependencies,2022-05-20T15:06:24.000+0000,2022-05-20T15:06:24.000+0000,A field that Grainger can record the desired Rent ...
1229,,"Unit,Unit__c",Custom Object,Not_available_in_Agent_Portal,,Not_available_in_Agent_Portal,,1,1 Layout,,,,Dependencies,2022-05-20T15:06:24.000+0000,2022-05-20T15:06:24.000+0000,Used for Restriction Rules since it does not suppo...
1230,,"Touchpoint Survey Response,Touchpoint_Survey_Response__c",Custom Object,Contact_ID_Mapped,,Contact_ID_Mapped,,7,7 Layouts,,,,Dependencies,2022-05-24T12:00:45.000+0000,2022-05-24T12:00:45.000+0000,Link to related Contact
1231,,"Unit,Unit__c",Custom Object,Key_location_Checkin_c,,Key_location_Checkin_c,,4,4 Layouts,,,,Dependencies,2022-05-25T15:56:11.000+0000,2024-04-12T13:45:22.000+0000,Field label change from Key Location Check In to K...
1232,,"Unit,Unit__c",Custom Object,Key_location_Post_checkin_c,,Key_location_Post_checkin_c,,4,4 Layouts,,,,Dependencies,2022-05-25T15:57:13.000+0000,2024-04-12T13:47:57.000+0000,Field label change from Key Location Post Check In...
1233,,"Unit,Unit__c",Custom Object,Linked_Parking_bay_c_c,,Linked_Parking_bay_c_c,,4,4 Layouts,,,,Dependencies,2022-05-25T16:04:48.000+0000,2022-05-25T16:04:48.000+0000,CI-7099 Capture text on Parking/ Garage Unit if...
1234,,"Unit,Unit__c",Custom Object,Marketing_Rent_c,,Marketing_Rent_c,,4,4 Layouts,,,,Dependencies,2022-05-25T16:14:01.000+0000,2022-05-25T16:14:01.000+0000,A field that Grainger can record the desired Rent ...
1235,,"Unit,Unit__c",Custom Object,Status,,Status,,5,5 Layouts,,,,Dependencies,2022-05-25T16:28:07.000+0000,2022-05-25T16:28:07.000+0000,CI-7099 CI-7285 Void Note Renewal Note
1236,,Opportunity,Standard,Second_Opportunity_Owner,,Second_Opportunity_Owner,,2,2 Layouts,,,,Dependencies,2022-06-23T15:48:59.000+0000,2022-06-23T15:48:59.000+0000,This is because sometimes people share leads and t...
1237,,Opportunity,Standard,Primary_offer_Portfolio_c,,Primary_offer_Portfolio_c,4,2,2 Layouts,,,,Dependencies,2022-07-28T14:37:12.000+0000,2022-07-28T14:37:12.000+0000,check unit of interest for value
1238,,Opportunity,Standard,Primary_offer_fund_c,,Primary_offer_fund_c,4,2,2 Layouts,,,,Dependencies,2022-07-28T14:38:47.000+0000,2022-07-28T14:38:47.000+0000,Check for value in unit of interest
1239,,"Unit,Unit__c",Custom Object,Video_link,,Video_link,,5,5 Layouts,,,,Dependencies,2023-01-18T11:34:34.000+0000,2023-01-18T11:34:34.000+0000,To add unit tour videos to youtube and would like ...
1240,,"Renewals Settings,Renewals_Settings__mdt",Custom Metadata Type,Error_Email_Recipient,,Error_Email_Recipient,,2,1 Layout,1 Apex Class,,,Dependencies,2023-08-29T08:09:51.000+0000,2023-08-29T08:09:51.000+0000,Send batch class related error emails to this addr...
1241,,"Renewals Settings,Renewals_Settings__mdt",Custom Metadata Type,Months_Before,,Months_Before,,3,1 Layout,2 Apex Classes,,,Dependencies,2023-08-29T08:09:51.000+0000,2023-08-29T08:09:51.000+0000,Create Renewal opportunity months before Tenancy E...
1242,,"Touchpoint Survey Response,Touchpoint_Survey_Response__c",Custom Object,Month_3_Recommend_Score_comments,,Month_3_Recommend_Score_comments,,2,2 Layouts,,,,Dependencies,2023-11-02T10:50:58.000+0000,2023-11-02T10:50:58.000+0000,Q5. Please tell us why you scored us what you did ...
1243,,"Touchpoint Survey Response,Touchpoint_Survey_Response__c",Custom Object,The_reason_for_recommend_Grainger_home,,The_reason_for_recommend_Grainger_home,,2,2 Layouts,,,,Dependencies,2023-11-02T16:36:20.000+0000,2023-11-02T16:36:20.000+0000,Q2. Please tell us the reason for your score in Q1...
1244,,"Touchpoint Survey Response,Touchpoint_Survey_Response__c",Custom Object,Why_renew_tenancy_with_us,,Why_renew_tenancy_with_us,,2,2 Layouts,,,,Dependencies,2023-11-02T16:37:57.000+0000,2023-11-02T16:37:57.000+0000,Q4. Please tell us why
1245,,"End Of Tenancy Phase,End_Of_Tenancy_Phase__c",Custom Object,End_of_Tenancy_Phase_Template,,End_of_Tenancy_Phase_Template,,6,2 Layouts,4 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,Template used to setup this End of Tenancy Phase a...
1246,,"End Of Tenancy Phase,End_Of_Tenancy_Phase__c",Custom Object,Total_Required_Tasks,,Total_Required_Tasks,,1,,,1 Flow,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,Field to hold the roll up calculation for Task not...
1247,,"End Of Tenancy Task Template,End_Of_Tenancy_Task_Template__c",Custom Object,Assignee_Queue_Name,,Assignee_Queue_Name,,7,1 Layout,6 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,Stores the assigned team responsible for the relat...
1248,,"End Of Tenancy Task Template,End_Of_Tenancy_Task_Template__c",Custom Object,Duration,,Duration,,6,1 Layout,5 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,Time in days to complete the task https://grainger...
1249,,"End Of Tenancy Task Template,End_Of_Tenancy_Task_Template__c",Custom Object,End_of_Tenancy_Works_Type,,End_of_Tenancy_Works_Type,,8,1 Layout,5 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,What type of job is to be completed https://graing...
1250,,"End Of Tenancy Task Template,End_Of_Tenancy_Task_Template__c",Custom Object,Phase,,Phase,,7,2 Layouts,5 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,End Of Tenancy Phase Template https://graingerplc....
1251,,"End Of Tenancy Task Template,End_Of_Tenancy_Task_Template__c",Custom Object,Relet_Resell,,Relet_Resell,,6,1 Layout,5 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,Indicates whether task is included in workflow whe...
1252,,"End Of Tenancy Task Template,End_Of_Tenancy_Task_Template__c",Custom Object,Start_Date_Type,,Start_Date_Type,,6,1 Layout,5 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,What task type is the start date related to? https...
1253,,"End Of Tenancy Task Template,End_Of_Tenancy_Task_Template__c",Custom Object,Task_Information,,Task_Information,,6,1 Layout,5 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,Detailed additional information/instructions for t...
1254,,"End Of Tenancy Task,End_Of_Tenancy_Task__c",Custom Object,Actual_Start_Date,,Actual_Start_Date,,3,1 Layout,2 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,https://graingerplc.atlassian.net/browse/FVVP-169
1255,,"End Of Tenancy Task,End_Of_Tenancy_Task__c",Custom Object,End_Of_Tenancy_Phase,,End_Of_Tenancy_Phase,,4,2 Layouts,2 Apex Classes,,,Dependencies,2024-01-17T05:53:16.000+0000,2024-01-17T05:53:16.000+0000,End of Tenancy phase to which this task belongs ht...
1256,,"End Of Tenancy Task,End_Of_Tenancy_Task__c",Custom Object,Notes,,Notes,,1,1 Layout,,,,Dependencies,2024-01-17T05:53:17.000+0000,2024-01-17T05:53:17.000+0000,Enter additional information related to the task /...
1257,,"End Of Tenancy Task,End_Of_Tenancy_Task__c",Custom Object,Start_Date_Type,,Start_Date_Type,,6,1 Layout,5 Apex Classes,,,Dependencies,2024-01-17T05:53:17.000+0000,2024-01-17T05:53:17.000+0000,What type of work is the date related to? https://...
1258,,"End Of Tenancy Task,End_Of_Tenancy_Task__c",Custom Object,Task_Information,,Task_Information,,3,1 Layout,2 Apex Classes,,,Dependencies,2024-01-17T05:53:17.000+0000,2024-01-17T05:53:17.000+0000,Detailed information/instructions for this task ht...
1259,,"End Of Tenancy Task,End_Of_Tenancy_Task__c",Custom Object,Task_Team,,Task_Team,,3,1 Layout,2 Apex Classes,,,Dependencies,2024-01-17T05:53:17.000+0000,2024-01-17T05:53:17.000+0000,Name of the team to which the task is assigned. ht...
1260,,"End Of Tenancy,End_Of_Tenancy__c",Custom Object,Completion_Date,,Completion_Date,,3,1 Layout,,,,Dependencies,2024-01-17T05:53:17.000+0000,2024-01-17T05:53:17.000+0000,Estimated date for completion of entire end of ten...
1261,,"End Of Tenancy,End_Of_Tenancy__c",Custom Object,Deposit_Stoppage_Type,,Deposit_Stoppage_Type,,2,1 Layout,,1 Flow,,Dependencies,2024-01-17T05:53:17.000+0000,2024-01-17T05:53:17.000+0000,https://graingerplc.atlassian.net/browse/FVVP-183
1262,,"End Of Tenancy,End_Of_Tenancy__c",Custom Object,Notes,,Notes,,1,1 Layout,,,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,Enter additional information related to the EoT ht...
1263,,"End Of Tenancy,End_Of_Tenancy__c",Custom Object,PVI_Completed_Date,,PVI_Completed_Date,,4,1 Layout,,1 Flow,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,https://graingerplc.atlassian.net/browse/FVVP-159
1264,,"End Of Tenancy,End_Of_Tenancy__c",Custom Object,Unit_to_be_Sold,,Unit_to_be_Sold,,6,1 Layout,1 Apex Class,1 Flow,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,Stores if the unit is being sold or not https://gr...
1265,,"End of Tenancy Phase Template,End_of_Tenancy_Phase_Template__c",Custom Object,End_of_Tenancy_Template,,End_of_Tenancy_Template,,7,2 Layouts,5 Apex Classes,,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,Template to be used for setup of tasks required fo...
1266,,"End of Tenancy Phase Template,End_of_Tenancy_Phase_Template__c",Custom Object,Sequence,,Sequence,,6,1 Layout,5 Apex Classes,,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,Sequence of phase https://graingerplc.atlassian.ne...
1267,,"Preceding Task Template,Preceding_Task_Template__c",Custom Object,Predecessor,,Predecessor,,6,2 Layouts,4 Apex Classes,,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,This creates a link to End of Tenancy Task Templat...
1268,,"Preceding Task Template,Preceding_Task_Template__c",Custom Object,Task,,Task,,6,2 Layouts,4 Apex Classes,,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,Task related to the selected template https://grai...
1269,,"Preceding Task,Preceding_Task__c",Custom Object,Preceding_Task_Template,,Preceding_Task_Template,,2,1 Layout,1 Apex Class,,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,Select the appropriate template to link https://gr...
1270,,"Preceding Task,Preceding_Task__c",Custom Object,Predecessor,,Predecessor,,4,1 Layout,3 Apex Classes,,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,Predecessor task should be completed before the re...
1271,,"Preceding Task,Preceding_Task__c",Custom Object,Task,,Task,,5,2 Layouts,3 Apex Classes,,,Dependencies,2024-01-17T05:53:18.000+0000,2024-01-17T05:53:18.000+0000,Task information https://graingerplc.atlassian.net...
1272,,"Timeline Child Object,Timeline_Child_Object__c",Custom Object,Sub_Title_Fields,,Sub_Title_Fields,,5,1 Layout,4 Apex Classes,,,Dependencies,2024-01-17T05:53:19.000+0000,2024-01-17T05:53:19.000+0000,A field to hold the fields to display on sub title
1273,,"Timeline Child Object,Timeline_Child_Object__c",Custom Object,Subtitle_Label,,Subtitle_Label,,2,1 Layout,1 Apex Class,,,Dependencies,2024-01-17T05:53:19.000+0000,2024-01-17T05:53:19.000+0000,A label that goes in front of the sub title field
1274,,"Timeline Configuration,Timeline_Configuration__c",Custom Object,External_Key,,External_Key,,2,1 Layout,1 Apex Class,,,Dependencies,2024-01-17T05:53:19.000+0000,2024-01-17T05:53:19.000+0000,The external key of the record can be used to bind...
