"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TaskUtilsTest.cls","3","66","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","13","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","13","The class 'TenancyPaymentScheduleUtil' has a Standard Cyclomatic Complexity of 12 (Highest = 11).","Design","StdCyclomaticComplexity"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","16","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","16","The method 'generateSchedules' has a Standard Cyclomatic Complexity of 11.","Design","StdCyclomaticComplexity"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","16","The method 'generateSchedules(List<Id>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","17","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","18","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","18","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","18","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","30","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","33","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtil.cls","3","77","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtilTest.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtilTest.cls","3","38","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TenancyPaymentScheduleUtilTest.cls","3","38","Missing ApexDoc @description","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","13","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","22","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","48","Missing ApexDoc @description","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","75","Missing ApexDoc @description","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","99","Missing ApexDoc @description","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","125","Avoid long parameter lists","Design","ExcessiveParameterList"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","125","Missing ApexDoc @description","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","154","Avoid long parameter lists","Design","ExcessiveParameterList"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","154","Missing ApexDoc @description","Documentation","ApexDoc"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","154","Missing or mismatched ApexDoc @param","Documentation","ApexDoc"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","180","Avoid operations in loops that may hit governor limits","Performance","OperationWithLimitsInLoop"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","183","Avoid operations in loops that may hit governor limits","Performance","OperationWithLimitsInLoop"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","196","Avoid long parameter lists","Design","ExcessiveParameterList"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","196","Missing ApexDoc @description","Documentation","ApexDoc"
"15","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","196","Missing or mismatched ApexDoc @param","Documentation","ApexDoc"
"16","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","215","Missing ApexDoc comment","Documentation","ApexDoc"
"17","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","227","Missing ApexDoc comment","Documentation","ApexDoc"
"18","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","244","Missing ApexDoc comment","Documentation","ApexDoc"
"19","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","256","Avoid long parameter lists","Design","ExcessiveParameterList"
"20","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TestDataFactory.cls","3","256","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","12","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","18","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","21","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","23","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","23","Missing ApexDoc comment","Documentation","ApexDoc"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","26","Missing ApexDoc comment","Documentation","ApexDoc"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","34","Missing ApexDoc comment","Documentation","ApexDoc"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","38","Missing ApexDoc comment","Documentation","ApexDoc"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","40","Missing ApexDoc comment","Documentation","ApexDoc"
"15","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","42","Missing ApexDoc comment","Documentation","ApexDoc"
"16","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","44","Missing ApexDoc comment","Documentation","ApexDoc"
"17","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","46","Missing ApexDoc comment","Documentation","ApexDoc"
"18","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","48","Missing ApexDoc comment","Documentation","ApexDoc"
"19","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDataResponse.cls","3","50","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","4","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","9","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","21","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","23","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","35","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","41","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","43","Missing ApexDoc comment","Documentation","ApexDoc"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticController.cls","3","46","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticControllerTest.cls","3","25","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticControllerTest.cls","3","31","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineDiagnosticControllerTest.cls","3","37","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineFieldType.cls","3","8","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineFieldType.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineFieldType.cls","3","10","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineFieldType.cls","3","12","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineFieldType.cls","3","14","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineFieldType.cls","3","16","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineFieldType.cls","3","16","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\TimelineFieldType.cls","3","19","Missing ApexDoc comment","Documentation","ApexDoc"
