Unit Reference,Salesforce Unit id,Unit  description,Event,Action Date,Event Date,Status,Attention Of,Unit Tenure,Unit Type,Unit Status,Include/Exclude,Multiple Rent Review Diaries,Comment
127827001,a1GNz000001fuvJMAQ,"45 Mandora Road, GU11 4FQ",Rent Review,2028-01-23,2028-04-23,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127829001,a1GNz000001fuwvMAA,"49 Mandora Road, GU11 4FQ",Rent Review,2028-01-23,2028-04-23,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127826001,a1GNz000001futhMAA,"43 Mandora Road, GU11 4FQ",Rent Review,2028-01-25,2028-04-25,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127348001,a1G4J0000025xBJUAY,"586 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2028-01-26,2028-04-26,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127830001,a1GNz000001fuyXMAQ,"51 Mandora Road, GU11 4FQ",Rent Review,2028-01-26,2028-04-26,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127107005,a1G4J0000025x5PUAQ,"5 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2028-01-29,2028-04-29,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127107008,a1G4J0000025xD7UAI,"8 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2028-01-29,2028-04-29,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127634004,a1G4J000004PtLjUAK,"104 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2028-01-29,2028-04-29,Active,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127828001,a1GNz000001fus5MAA,"47 Mandora Road, GU11 4FQ",Rent Review,2028-01-29,2028-04-29,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127229012,a1G4J0000025weaUAA,"Flat12 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2028-02-01,2028-05-01,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127825001,a1GNz000001fugnMAA,"41 Mandora Road, GU11 4FQ",Rent Review,2028-02-02,2028-05-02,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127322001,a1G4J0000025x7pUAA,"21 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2028-02-03,2028-05-03,Pending,SO3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127323001,a1G4J0000025xOPUAY,"19 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2028-02-03,2028-05-03,Pending,SO3,Aff Rent,End Terrace,Tenanted,Include,No,
127608002,a1G4J0000025xZ6UAI,"Flat 7 Chappell House, 1 McGrigor Mews, Alder",Rent Review,2028-02-03,2028-05-03,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127901001,a1GNz00000982U5MAI,"23 Macadam Way, Aldershot,  GU11 4FT",Rent Review,2028-02-09,2028-05-09,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127902001,a1GNz00000982XJMAY,"21 Macadam Way, Aldershot, GU11 4FT",Rent Review,2028-02-09,2028-05-09,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127903001,a1GNz00000982STMAY,"19 Macadam Way, Aldershot, GU11 4FT",Rent Review,2028-02-09,2028-05-09,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127904001,a1GNz00000982VhMAI,"17 Macadam Way, Aldershot, GU11 4FT",Rent Review,2028-02-09,2028-05-09,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127350001,a1G4J0000025xLSUAY,"582 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2028-02-10,2028-05-16,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127131002,a1G4J0000025xDWUAY,"2 Josephson House, Acland Street, Wellesley",Rent Review,2028-02-13,2028-05-13,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127286001,a1G4J0000025xHUUAY,"22 Tanner Street, Aldershot, GU11 4BQ",Rent Review,2028-02-13,2028-05-13,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127232001,a1G4J0000025xDZUAY,"19 Nash Close, Waterlooville, Hampshire, PO7",Rent Review,2028-02-15,2028-05-15,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127536005,a1G4J0000025xJNUAY,"105 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2028-02-15,2028-05-15,Active,AL4,DMR ,Flat PB,Tenanted,Include,No,
127608005,a1G4J0000025xbKUAQ,"Flat 4 Chappell House, 1 McGrigor Mews, Alder",Rent Review,2028-02-15,2028-05-15,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127493001,a1G4J0000025xapUAA,"12 Moore Drive, Wellesley, Hampshire GU11 4AZ",Rent Review,2028-02-16,2028-05-16,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127833001,a1GNz000001ydM6MAI,"36 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2028-02-16,2028-05-16,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127536002,a1G4J0000025xZnUAI,"102 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2028-02-18,2028-05-18,Active,AL4,DMR ,Flat PB,Tenanted,Include,No,
127354001,a1G4J0000025xM6UAI,"587 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2028-02-24,2028-05-24,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127890001,a1GNz000007kdDdMAI,"17 Kent Road, Waterlooville, PO7 3EP",Rent Review,2028-02-24,2029-02-24,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127107001,a1G4J0000025x4EUAQ,"1 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2028-02-26,2028-05-26,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127257001,a1G4J0000025wUKUAY,"1 Newcome Hse, Wellesley, Aldershot, GU11 4BG",Rent Review,2028-02-28,2028-05-28,Active,MM2,Aff Rent,Flat PB,For Let,Include,No,
127399001,a1G4J0000025xU8UAI,"7 Bruneval Drive, Wellesley, Aldershot, Hants",Rent Review,2028-02-28,2028-05-28,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127832001,a1GNz000001ygYTMAY,"38 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2028-02-29,2028-05-29,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127450001,a1G4J0000025vQvUAI,"8 Bruneval Drive, Wellesley, Aldershot, Hants",Rent Review,2028-03-02,2028-06-02,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127229019,a1G4J0000025xENUAY,"Flat19 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2028-03-06,2028-06-06,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127464004,a1G4J0000025xWxUAI,"80 Newlands Avenue, Waterlooville, PO7 3BX",Rent Review,2028-03-06,2028-06-06,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127257007,a1G4J0000025xH7UAI,"8 Newcome Hse, Wellesley, Aldershot, GU11 4BH",Rent Review,2028-03-09,2028-06-09,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127857001,a1GNz000002uaXVMAY,"34 Stanhope Mews, GU11 4FG",Rent Review,2028-03-14,2028-06-14,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127860001,a1GNz000002uaZ7MAI,"28 Stanhope Mews, GU11 4FG",Rent Review,2028-03-14,2028-06-14,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127464006,a1G4J0000025xTkUAI,"76 Newlands Avenue, Waterlooville, PO7 3BX",Rent Review,2028-03-15,2028-06-15,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127762001,a1G8d00000240V1EAI,"4 Stanhope Mews, Aldershot, Hampshire,  GU11",Rent Review,2028-03-15,2028-06-15,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127761001,a1G8d00000240VBEAY,"6 Stanhope Mews, Aldershot, Hampshire,  GU11",Rent Review,2028-03-16,2028-06-16,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127856001,a1GNz000002uaajMAA,"36 Stanhope Mews, GU11 4FG",Rent Review,2028-03-17,2028-06-17,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127862001,a1GNz000002uafZMAQ,"24 Stanhope Mews, GU11 4FG",Rent Review,2028-03-17,2028-06-17,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127858001,a1GNz000002uZQAMA2,"32 Stanhope Mews, GU11 4FG",Rent Review,2028-03-18,2028-06-18,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127861001,a1GNz000002uadxMAA,"26 Stanhope Mews, GU11 4FG",Rent Review,2028-03-19,2028-06-19,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127427001,a1G4J0000025xVfUAI,"45 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2028-03-20,2028-06-20,Active,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127859001,a1GNz000002uacLMAQ,"30 Stanhope Mews, GU11 4FG",Rent Review,2028-03-20,2028-06-20,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127897001,a1GNz0000098045MAA,"2 Atkins Lane, Aldershot, Hampshire, GU11 4FU",Rent Review,2028-03-20,2028-06-20,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127898001,a1GNz000009802TMAQ,"4 Atkins Lane,  Aldershot, Hampshire, GU11 4F",Rent Review,2028-03-20,2028-06-20,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127899001,a1GNz000009807JMAQ,"6 Atkins Lane, Aldershot, Hampshire, GU11 4FU",Rent Review,2028-03-20,2028-06-20,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127900001,a1GNz0000097zmoMAA,"8 Atkins Lane, Aldershot, Hampshire, GU11 4FU",Rent Review,2028-03-20,2028-06-20,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
128005001,a1GNz000009owq1MAA,"5 Grants Close, Waterlooville, PO7 3EF",Rent Review,2028-03-20,2028-06-20,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
128006001,a1GNz000009owtFMAQ,"7 Grants Close, Waterlooville, PO7 3EF",Rent Review,2028-03-20,2028-06-20,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127099003,a1G4J0000025xCiUAI,"3, Brooke Court, Newlands Ave, Waterlooville",Rent Review,2028-03-24,2028-06-24,Active,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127634005,a1G4J000004PtLoUAK,"106 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2028-03-24,2028-06-24,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127415001,a1G4J0000025xF1UAI,"27 Barrosa Road, Wellesley, Aldershot, Hants,",Rent Review,2028-03-26,2028-06-26,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127763001,a1G8d00000240VGEAY,"2 Stanhope Mews, Aldershot, Hampshire,  GU11",Rent Review,2028-03-26,2028-06-26,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127131009,a1G4J0000025xDlUAI,"9 Josephson House, Acland Street, Wellesley",Rent Review,2028-03-27,2028-06-27,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127831001,a1GNz000001ygBuMAI,"40 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2028-03-27,2028-06-27,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127851009,a1GNz000002WQXhMAO,"9 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-03-28,2028-06-28,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127608001,a1G4J0000025xbtUAA,"Flat 1 Chappell House, 1 McGrigor Mews Alders",Rent Review,2028-03-30,2028-06-30,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127329001,a1G4J0000025xB3UAI,"9 Market Garden, Aldershot, GU11 4BP",Rent Review,2028-04-01,2028-07-01,Active,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127483025,a1G4J0000025vttUAA,"25 Poppy Apartments, E16 2YH",Rent Review,2028-04-03,2028-07-03,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127851002,a1GNz000002WQMPMA4,"2 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-04-05,2028-07-05,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851004,a1GNz000002WQRFMA4,"4 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-04-05,2028-07-05,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851006,a1GNz000002WQSrMAO,"6 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-04-05,2028-07-05,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851008,a1GNz000002WQW5MAO,"8 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-04-05,2028-07-05,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127060001,a1G4J0000025wvqUAA,"3, Oswald Street, Aldershot, GU11 4AP",Rent Review,2028-04-08,2028-07-08,Active,MM2,Aff Rent,Det House,Tenanted,Include,No,
128046001,a1GNz00000BB5u5MAD,"109 Newlands Avenue, Waterlooville, PO7 3EA",Rent Review,2028-04-08,2028-07-08,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
128045001,a1GNz00000BB5hBMAT,"107 Newlands Avenue, Waterlooville, PO7 3EA",Rent Review,2028-04-09,2028-07-09,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127406001,a1G4J0000025xUrUAI,"581 Marrelsmoor Avenue, Waterlooville, Hampsh",Rent Review,2028-04-11,2028-07-11,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
128034001,a1GNz00000Ax9xZMAR,"5 Hursley Road, Waterlooville, PO7 3AW",Rent Review,2028-04-11,2028-07-11,Active,AG3,Aff Rent,Maisonette,Tenanted,Include,No,
128043004,a1GNz00000BB5IzMAL,"4 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2028-04-11,2028-07-11,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
128043009,a1GNz00000BB5R3MAL,"9 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2028-04-11,2028-07-11,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127773003,a1GNz0000000uWrMAI,"3 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2028-04-12,2028-07-12,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
128043008,a1GNz00000BB5PRMA1,"8 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2028-04-14,2028-07-14,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851001,a1GNz000002WQCjMAO,"1 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-04-15,2028-07-15,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
128043001,a1GNz00000BB4QiMAL,"1 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2028-04-18,2028-07-18,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
128043003,a1GNz00000BB5HNMA1,"3 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2028-04-18,2028-07-18,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127066007,a1G4J0000025x5AUAQ,"7, De Nancy House, Waterlooville, Hampshire",Rent Review,2028-04-19,2028-07-19,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127131004,a1G4J0000025x9vUAA,"4 Josephson House, Acland Street, Wellesley",Rent Review,2028-04-21,2028-07-21,Active,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
128043005,a1GNz00000BB5KbMAL,"5 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2028-04-21,2028-07-21,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851003,a1GNz000002WQ6IMAW,"3 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-04-26,2028-07-26,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851005,a1GNz000002WPkeMAG,"5 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-04-26,2028-07-26,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127773005,a1GNz0000000ua5MAA,"5 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2028-05-01,2028-08-01,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
128043006,a1GNz00000BB5MDMA1,"6 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2028-05-01,2028-08-01,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127229011,a1G4J0000025wooUAA,"Flat11 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2028-05-02,2028-08-02,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127134001,a1G4J0000025wzfUAA,"13 Acland Street Wellesley, Aldershot GU11 4A",Rent Review,2028-05-04,2028-08-04,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
128029001,a1GNz00000Ax9sjMAB,"49 Laxton Leaze, Waterlooville, PO7 3AW",Rent Review,2028-05-04,2028-08-04,Active,AG3,Aff Rent,Maisonette,Tenanted,Include,No,
128043007,a1GNz00000BB5NpMAL,"7 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2028-05-04,2028-08-04,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127773004,a1GNz0000000uYTMAY,"4 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2028-05-07,2028-08-07,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
128030001,a1GNz00000Ax3KIMAZ,"51 Laxton Leaze, Waterlooville, PO7 3AW",Rent Review,2028-05-08,2028-08-08,Active,AG3,Aff Rent,Maisonette,Tenanted,Include,No,
127855001,a1GNz000002WOneMAG,"103 Newlands Avenue, Waterlooville, PO7 3EA",Rent Review,2028-05-09,2028-08-09,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127353001,a1G4J0000025x8iUAA,"585 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2028-05-12,2028-08-12,Active,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127552004,a1G4J0000025xUeUAI,"3 Painters Crescent, Waterlooville PO7 3BZ",Rent Review,2028-05-14,2028-08-14,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127229009,a1G4J0000025x6DUAQ,"Flat 9 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2028-05-16,2028-08-16,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127853001,a1GNz000002WQFxMAO,"99 Newlands Avenue, Waterlooville, PO7 3EA.",Rent Review,2028-05-23,2028-08-23,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127852001,a1GNz000002WQELMA4,"97 Newlands Avenue, Waterlooville, PO7 3EA",Rent Review,2028-05-24,2028-08-24,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127773002,a1GNz0000000uVFMAY,"2 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2028-05-28,2028-08-28,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851007,a1GNz000002WQUTMA4,"7 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2028-05-28,2028-08-28,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127483005,a1G4J0000025xV2UAI,"5 Poppy Apartments, E16 2YH",Rent Review,2028-05-29,2028-08-29,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127409001,a1G4J0000025xPsUAI,"15 Corunna Avenue, Wellesley, Hants GU11 4BG",Rent Review,2028-05-30,2028-08-30,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127695004,a1G8d0000004j6ZEAQ,"4 Colborne Hse, 6 Masterson Cl, Hants, GU11",Rent Review,2028-05-30,2028-08-30,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127773001,a1GNz0000000uTdMAI,"1 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2028-06-07,2028-09-07,Active,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127702001,a1G8d00000059oZEAQ,"18 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2028-06-11,2028-09-11,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127839001,a1GNz000001yebWMAQ,"4 Macadam Way, GU11 4FT",Rent Review,2028-06-16,2028-09-16,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127840001,a1GNz000001yggXMAQ,"2 Macadam Way, GU11 4FT",Rent Review,2028-06-17,2028-09-17,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127576001,a1G4J0000025xDJUAY,"22 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2028-06-18,2028-09-18,Active,MM2,Aff Rent,End Terrace,Tenanted,Include,No,
127838001,a1GNz000001ygWrMAI,"6 Macadam Way, GU11 4FT",Rent Review,2028-06-19,2028-09-19,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127854001,a1GNz000002WQKnMAO,"101 Newlands Avenue, Waterlooville, PO7 3EA.",Rent Review,2028-06-23,2028-09-23,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
122168002,a1G4J0000025wiPUAQ,"2 Little Plant House, Woods Sq, Waterlooville",Rent Review,2028-07-01,2028-10-01,Active,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127587003,a1G4J0000025xa6UAA,"3 Cove Hse, Birkbeck Cl, Waterlooville, PO7",Rent Review,2028-07-06,2028-10-06,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127871001,a1GNz000004TLbSMAW,"35 Mandora Road, GU11 4FQ",Rent Review,2028-07-25,2028-10-25,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127872001,a1GNz000004TMZ7MAO,"37 Mandora Road, GU11 4FQ",Rent Review,2028-07-25,2028-10-25,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127873001,a1GNz000004TMUHMA4,"39 Mandora Road, GU11 4FQ",Rent Review,2028-07-25,2028-10-25,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127867001,a1GNz000004TFlWMAW,"4 Hadfield Place, GU11 4FX",Rent Review,2028-07-30,2028-10-30,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127868001,a1GNz000004TMVtMAO,"3 Hadfield Place, GU11 4FX",Rent Review,2028-07-30,2028-10-30,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127343001,a1G4J0000025wK0UAI,"7 Bazeley Road, Waterlooville, PO7 3BS",Rent Review,2028-08-03,2028-11-03,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127167001,a1G4J0000025xFSUAY,"24 Nevinson Way, Waterlooville, Hampshire",Rent Review,2028-08-04,2028-11-04,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127107006,a1G4J0000025xBbUAI,"6 Sassoon Place, Waterlooville, Hampshire, PO",Rent Review,2028-08-06,2028-11-06,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127608004,a1G4J0000025xdkUAA,"Flat 3 Chappell House, 1 McGrigor Mews, Alder",Rent Review,2028-08-08,2028-11-08,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127229017,a1G4J0000025wpJUAQ,"Flat17 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2028-08-14,2028-11-14,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127587005,a1G4J0000025xaGUAQ,"5 Cove Hse, Birkbeck Cl, Waterlooville, PO7",Rent Review,2028-08-14,2028-11-14,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127456001,a1G4J0000025x89UAA,"15 Rowe Rise, Waterlooville, PO7 3DF",Rent Review,2028-08-20,2028-11-20,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127464008,a1G4J0000025xM7UAI,"72 Newlands Avenue, Waterlooville, PO7 3BX",Rent Review,2028-08-25,2028-11-25,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127791001,a1GNz000000SP9yMAG,"10 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2028-08-27,2028-11-27,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127869001,a1GNz000004TMR3MAO,"2 Hadfield Place, GU11 4FX",Rent Review,2028-08-28,2028-11-28,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127875001,a1GNz000005JzOHMA0,"15 Stanhope Mews, GU11 4FG",Rent Review,2028-08-29,2028-11-29,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127792001,a1GNz0000002jDyMAI,"8 Crowder Way, Waterlooville, PO7 3EL",Rent Review,2028-09-01,2028-12-01,Active,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127800006,a1GNz0000002jdlMAA,"14 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2028-09-02,2028-12-02,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127870001,a1GNz000004TGDcMAO,"1 Hadfield Place, GU11 4FX",Rent Review,2028-09-02,2028-12-02,Pending,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
122168003,a1G4J0000025wqwUAA,"3 Little Plant House, Woods Sq, Waterlooville",Rent Review,2028-09-06,2028-12-06,Active,MM2,Gr Lets,Flat PB,Tenanted,Include,No,
127876001,a1GNz000005JzPtMAK,"13 Stanhope Mews, GU11 4FG",Rent Review,2028-09-09,2028-12-09,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127456003,a1G4J0000025xSdUAI,"19 Rowe Rise, Waterlooville, PO7 3DF",Rent Review,2028-09-11,2028-12-11,Active,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127864005,a1GNz000003NbA1MAK,"5 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2028-09-12,2028-12-12,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864006,a1GNz000003NbBdMAK,"6 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2028-09-12,2028-12-12,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864001,a1GNz000003NUYMMA4,"1 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2028-09-13,2028-12-13,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864003,a1GNz000003Nb8PMAS,"3 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2028-09-13,2028-12-13,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127864004,a1GNz000003NQszMAG,"4 Heard House, 1 Bunbury Close, GU11 4GA",Rent Review,2028-09-13,2028-12-13,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127805001,a1GNz000000hvFxMAI,"23 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2028-09-15,2028-12-15,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127806001,a1GNz000000i5IXMAY,"22 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2028-09-15,2028-12-15,Active,AG3,Aff Rent,End Terrace,Tenanted,Include,No,
127807001,a1GNz000000i5GvMAI,"21 Murphy Ave, Aldershot, Hampshire  GU11 4FR",Rent Review,2028-09-15,2028-12-15,Active,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
